ID,Reviews,Label
Train_User_1655,"The hotel was new and fresh and loved the fact the old, city, utilities building was repurposed and refreshed. The staff was friendly and everyone helpful. The location was far enough away from the French Quarter to be quiet but still within a 10 minute walk. Class Act all the way!It's great to hear from you and I'm glad you had a fantastic stay at our hotel. Your comments to location and staff are gratefully received and we hope to welcome you back soon.Warm Regards, Ellen LeMaireGeneral Manager",Excellent
Train_User_1656,"Close to parade routes, walking distance to the French Quarter but not in the middle of it it! Nice roof top bar and pool and view of the New Orelans areas. Would definitely stay hear again when New Orleans.",Excellent
Train_User_1657,"Unacceptable, unprofessional behavior.1. Couldn't get into room because I wasn't on the reservation. 2. Person let into room who wasn't on the reservation.3. Unreliable housekeeping.4. Double-charged for entire stay... WHEN I WASN'T EVEN ON THE RESERVATION.So, to begin... My friend PREPAID with her card for a room for us to share, but requested that my name be added to the reservation since I would arrive in NOLA hours before her. There's a whole email trail to prove they agreed, had my name spelled correctly, etc. I arrived, and they're like who are you I'm tired. I've been traveling. I need to shower, but no. I can't get into the room until hours later when my friend lands and gets it sorted from her Uber. I check us in using my card for incidentals, saying they'd only put a 50 hold on my card if we charged something to the room (we didn't). My friend arrives three hours later, but basically gets into our room about 15 minutes after I do. Once she's there, she tells me a pretty funny story. Her bf and his friends had another room, and even though he never put them on the reservation at all, they gave them keys! I had documentation and couldn't get into my room, and they, complete strangers for all the hotel knows, just waltzed into theirs! A huge security issue!The room itself was nice enough, and so was the pool however, the pool bar closed at random times despite having official posted hours. The bartenders were rude, as was most of the hotel staff (except for the doormen, who were delightful). Our room was only cleaned half the days of our stay. Housekeeping didn't replenish the toiletries when they did clean the room, and with two women, we obviously ran out of shampoo. When we called the front desk, around 10pm, they said they'd run out! At 11pm they came with a bag (and I mean garbage bag) full of.... lotion Because that helps. So both my friend and I showered without washing our hair, only to have housekeeping show up again at 2AM IN THE MORNING, banging on the door, with one bottle of shampoo that I guess they found. Not only was it late, but it was LATE.And now the worst part, to top it all off: Remember when I wasn't even on the reservation Yeah, they charged my credit card on file for a temporary hold FOR THE ENTIRE STAY. After my friend HAD ALREADY PREPAID. They got their before we even stepped in the door, and then double charged a completely different credit card with a completely different name. Yeah, no. You can deal with my credit card company thanks. I'm giving them two stars instead of one because the doormen were so incredibly nice. The nicest I've ever met. They should all get bonuses.And some additional minor points:Doormen: SO NICE! I LOVED THEM!Housekeeping: Good job cleaning WHEN they cleaned (but didn't restock soaps)Pool: Small but really nice, great viewBars: Rude, closed for no reasonFood: GreatBed: ComfortableBathroom: AwesomeNoise level: LOUD but it's not the soundproofing. It's the crazy loud fan/vent.Location: GREATOverall cleanliness: GREATThank you for taking a moment to share your review on TripAdvisor. Your candid feedback is truly valuable. I am disappointed to learn of issues you encountered during your stay as well as the service that should have been executed flawlessly. My apologies for your experience and I hope you will allow us another opportunity to serve you. Warm regards, Ellen LeMaireGeneral Manager",Bad
Train_User_1658,"Hotel work in progress. Pretty enough and nice roof top bar. Tiny gym. Terrible WiFi and worse service and effort in dining room. Its not a great deal with these issues. If they care they can improve but not clear they do. Also my room was not clean until 6 on the day we checked in forcing us to wait 2 hours. Thank you for choosing NOPSI! We appreciate your feedback. I am disappointed to hear that service did not meet your expectations. If travels should bring you back, we would love the opportunity to demonstrate our service levels in the future.Warm Regards, Ellen LeMaireGeneral Manager",Average
Train_User_1659,"I have never been treated so badly in my entire life. I have called this people so many times to ask questions regarding friends comin over for as me have in a lil get together. An every one of my questions where answered wrong cause they made it a point to ruin my night. My friends where not allowed to go to the public bar or swim they told me on the phone the was open til 11. once we got there they said it closed at 8 I guess it was cause we where black an they thought they where talkin to a white person on the phone. They said my guest where welcomed once they got there they stopped them from comin up once again guess it was cause we where black. I will never return to this hotel from hell again. An also they let people order drinks under your room number wit out gettin permission from the person the room is from wow is all I got to say.Dear Sasha, We strive to deliver an exceptional experience for our guests at NOPSI Hotel, but this evidently did not occur during your visit. We take very seriously any complaints of discrimination, any forms of which are not tolerated in our company. As the hotels General Manager, I welcome the opportunity to discuss this issue with you, and also address and clarify your concerns regarding pool usage and rooftop access. My e-mail address is elemairenopsihotel.com and you can reach me via phone at 504.962.6512.Warm regards, Ellen LeMaire",Pathetic
Train_User_1660,"We stayed at the NOPSI Hotel for the LSU game at the Dome. It was a wonderful surprise! It was an easy walk to the Dome from the hotel. The hotel was beautiful! Our room and the bed was fantastic! The staff couldnt have been nicer or more accommodating! We couldnt have been more pleased. Will definitely stay here again on our next trip to The Big Easy!!Thank you for choosing NOPSI! It's a pleasure to learn the numerous things that made your time with us unforgettable. We look forward to welcoming you back in the future. Warm Regards, Ellen LeMaireGeneral Manager",Excellent
Train_User_1661,"We recently spent three nights at The NOPSI in New Orleans. Nothing but good things to say. Beautiful first impression - absolutely gorgeous lobby! Extremely friendly and helpful staff - from the doormen, the front desk folks, the concierge - everyone! The location was an easy walk to the French Quarter but far enough away from the not so nice part. And the rooms were great - spotless, comfortable and large. Nice bars in the lobby and on the roof and also in the adjacent restaurant (which had a very good breakfast). All in all, A+!Frank, Thank you for visiting NOPSI Hotel. Our service professionals strive to make our guests feel at home from the moment they walk through the doors. We are honored that our service has earned your recommendation and look forward to welcoming you back in the near future. Warm regards, Ellen LeMaireGeneral Manager",Excellent
Train_User_1662,"This location is perfect: it's walking distance to the French Quarter and to the Business District, yet it's far enough away from the craziness of Bourbon Street that you can get some sleep, if that's your thing. Everyone is very friendly. Rooms are modern and comfortable. Nice shower. The bed was a tiny bit too soft for my liking, but it didn't tarnish my experience in the least.Thank you for taking the time to review your stay with us as we appreciate hearing how much you enjoyed our property and service provided. Sounds like our rooms and staff exceeded expectations which is our ultimate goal and know that our team will be commended for their efforts. It was a pleasure to have you as our guest and we look forward to having you stay with us again.Best regards,",Excellent
Train_User_1663,"This hotel is perfectly located..close enough to walk to the action but far enough way to not be apart of all the hustle and bustle...the hotel is fashionably decorated, comfortable, and the staff is very accommodating! The roof top bar was everything, especially at night!",Excellent
Train_User_1664,"Exceed my expectation! The place was amazing. The rooms were very clean, hotel employees were extraordinarily kind. They answered all questions and directed us to the some great local places. I will definitely stay here again.Our goal is to exceed the expectations of our guests, it's always exciting to read when our guests tell us we did. Thank you for recognizing all the efforts of the team, we look forward to your next visit. Wayne General Manager",Excellent
Train_User_1665,"A little pricey, however the location and service was excellent. Breakfast is not the best, at least as a Diamond level is complementary. I highly recommend this property, location, staff and rooms are excellent. Thank you for taking the time to write this review of your stay and we are delighted to know you enjoyed almost everything about your stay. We are currently transitioning our restaurant and trying out some new items and processes, please know that the breakfast service will improve as this is a main priority. It was our pleasure to have you as our guest and do hope to have you stay with us again.Best regards",Excellent
Train_User_1666,"We were taken aback by the staff, especially Jalan who since we walked in took care of us. We felt like royalty! They secured a bottled of champagne and treats for our 22nd wedding anniversary ... so very kind! The hotel is lovely, a boutique stay with a Hilton flair. Its modern but not over the top. Very clean and very comfortable with a great rooftop bar. It is not in the French Quarter so beware we actually liked that as we know NOLA well. Surely a destination to be considered. Thank you for taking the time to write this wonderful review of your anniversary celebration at our hotel. We love to hear back when we not only meet but exceed expectations. Jalan is certainly a rising star on our staff and has been commended for his efforts in taking great care of you. It was our pleasure to have you as our guest and hope to have you back for another visit very soon.Sincerely,",Excellent
Train_User_1667,"You do not want to miss this gem! From the moment you enter the front door to the time you leave the experience is like none other in NOLA. Beautiful hotel, great staff, rooms are perfectly cozy and a little like Vegas. Rooftop bar ambiance is clutch with a great view! Quiet and perfectly locatedThank you so much for taking the time to share this rave review of our hotel. We love hearing compliments such as this and how our property, service, and amenities created such a wonderful experience. It was our pleasure to have you as our guests and do hope to have you back for another visit real soon.Best regards,",Excellent
Train_User_1668,"Toilet paper is like sandpaper. Billed for charges that even the staff can not explain and having to make numerous repeat calls to get corrected. A week later and STILL not corrected. If you stay, get your bill before you leave the property! Coffee was offered in lobby first day and then STOPPED Seems as if the restaurant is struggling and they wanted people to purchase coffee vs offer. Pitiful. One of the worst hotel stays I have had, especially from a Hilton. Location is not the best eitherThank you for taking the time to share this feedback and we apologize for any issues you encountered during your stay. Your feedback is very important to us and so please contact me directly to discuss further so that I can address accordingly.Regards,",Pathetic
Train_User_1669,"Very nicely decorated in retro fashion. Loved the steamer versus the traditional iron.Very friendly and accommodating staff.Although location is within walking distance to the French Quarter, would not recommend walking late at night. We found ourselves a bit turnaround when walking back from French Quarter. We stopped in at the Emergency Department of Tulane Hospital for directions who advised us that it was not safe to be walking in this area. They called us a cab despite the fare being very short (a few blocks). Thank you for taking a few minutes to share your experience. The comments of our guests are important for others to get a feel of our property and location. Sorry to hear you got turned around, be sure to let our concierge assist you with a map on your next visit.WayneGeneral Manager",Good
Train_User_1670,"Wonderful hotel located in the heart of the quarters. Walking distance to everything, drinks as you walk out of the hotel lobby, friendly staff. Enjoyed my Mardi Gras experience by staying here... ...Thank you for taking the time to share your comments. Mardi Gras is an amazing experience here in the Big Easy and we are excited we were able to be part of yours. We look forward to seeing you again very soon! Wayne General Manager",Excellent
Train_User_1671,"For someone who had never visited New Orleans before, I could confidently say that the troubadour staff made me feel like I was at home. I was told about all of the fantastic restaurant and bars that weren't tourist traps. The front desk staff provided quite a bit of useful information about the city and were a fantastic resource that answered all of my questions. My room was always immaculate and the housekeeping team was able to accommodate all of my requests. I look forward to my next stay soon.Thank you for sharing your experience. We are excited you spent your first trip to the Big Easy with us. I'm very proud of the team here at The Troubadour and always enjoy reading when guest recognize all their efforts. Can't wait to see you on your next trip to NOLA!WayneGeneral Manager",Excellent
Train_User_1672,"My husband and I decided to head South to spend our April 2018 birthdays in New Orleans. Our stay at the Troubadour was perfect. The entire staff (especially Jalen at the front desk and bellman) made our trip memorable and worth a return stay. This will be our home away from home whenever we're visiting New Orleans. Oh, and the buffet was simply marvelous!Thank you very much for choosing The Troubadour to celebrate your birthdays with us and we are delighted to know you had such a great time. We will be sure to share this among our team so they know their efforts did not go unnoticed and we do hope to have you back for another visit real soon.Best regards,",Excellent
Train_User_1673,My husband and I enjoyed our stay at this property. It was located within walking distance to Canal and Bourbon St. The only unexpected things were the price of parking and the 50 a day hold on our card. The hold is refunded though.,Good
Train_User_1674,"The staff is very friendly and helpful! Rooms and hotel are very clean! The rooftop bar was very nice we really enjoyed the music the view! The rooms are big but it was plenty enough room for my wife and I. Lastly I loved the location! 15 mins away from Bourbon St. and the French Quarters ! Which was wonderful so we didn't have to worry about the loud party crowds!!Thank you so much for taking the time to review your recent mini vacation with us and we are delighted to know you had a great stay. We will commend all of our staff for exceeding your expectations with our service provided. Your business is very important to us and we look forward to always being your hotel of choice whenever you visit our city.Best regards,",Good
Train_User_1675,"The hotel was very clean and the staff was great! My friends and I booked this hotel for my birthday trip and we would definitely stay again. It's near the heart of the city, The French Quarters, and neatly hidden at the same time.Thank you for sharing and Happy Birthday! No better place to spend it then the Big Easy and we appreciate you allowing us to be part of it. Thank you again! Wayne General Manager",Excellent
Train_User_1676,Staff was friendly... Clean room... great location... will definitely stay again. Right by the Superdome.. Not far from everything else. No ice machine on your floor but staff brings ice to ur room quickly. Again great stay.,Excellent
Train_User_1677,"We stayed here for 3 nights as part of a road trip! The reception staff were lovely and polite on check in! The rooms were comfortable, clean and very funky! The bathroom was amazing! However the toiletries were not replaced when the room was serviced daily. The walls were quite thin and we could hear the guy in the room next door! It wasnt horrendous and it didnt disturb us. It seemed to be very stylish but some of the finer points were missed. The upstairs bar was recommended to us on check in so we tried it out. We were really disappointed with the bar, it was a Monday night, and it was not busy. The staff seemed uninterested in us, we sat down and my dad went to the bar to ask a couple of questions, he was stood there for nearly 10 minutes, we decided to leave when eventually a member of staff spoke with him so we decided to stay. The first drink I wanted was a southern comfort, but they had none. Next I wanted a Gin and tonic but they had no tonic. In the end I had a cider which wasnt very nice. The bar staff continued to seem disinterested in us and we felt like a burden to them. It was nice sitting on the roof top and having a drink but that was the only bit of the experience we enjoyed. We did not use their car park because it was expensive, but it was in a good location for other car parks. We did not want to be in the middle of the French quarter and found that we enjoyed the 20 minute walk to get there from the hotel! It is in a good location for lots of breakfast stops as well. Hello Leah,Thank you for your stay with us. We are pleased to hear that your check in experience went well but we are sorry to hear there were some issues with housekeeping and the service you received at our roof top bar. These issues have been addressed with the team so that we may improve on this. We hope you will give us a chance to win you back as a guest.",Good
Train_User_1678,"The Troubadour is a hotel that is clearly run by seasoned professionals. It is modern and beautifully appointed. The staff is friendly and welcoming. The room was spacious, the bed incredibly comfortable , the bathroom had every amenity and the largest and nicest shower imaginable. The rooftop bar was lively, had a great view, drinks and DJ. It is a short walk to the French Quarter. Do not hesitate to stay there!Thank you for taking time to complete a review of your recent stay. I'm thrilled to hear you had an enjoyable stay. We know you have a lot of choices when selecting a place to stay and appreciate having had the opportunity to impress you. Thank you for the recognition and recommendation, we look forward to seeing you again soon.WayneGeneral Manager",Excellent
Train_User_1679,"Had a fantastic stay at the Troubadour. The hotel staff was very friendly and helpful with suggestions for restaurants. The hotel was clean and modern. The only negative was that the walls are very thin but didn't bother us too much. Everything else well surpassed my expectations. Thank you very much for the five star review!!! We love to hear that we exceeded just about all expectations which is our ultimate goal with all of our guests. Please know that our walls were actually built thicker than what was recommended for a hotel when we completed this renovation, may have been a case of noisy neighbors that we could always try to assist with once reported.We appreciate you staying with us and do hope to have you back for another visit real soon.Best regards,",Excellent
Train_User_1680,"stayed here the weekend of the Rock and Roll New Orleans marathon. The staff were all very friendly and accommodating. The hotel itself was gorgeous, comfortable rooms and huge bathrooms. My main reason for giving 5 stars was the breakfast and inspirational note that the staff put in my room the night before the race. What a great touch.The only thing I noticed that I didn't love was that I could hear the elevators moving all through the night. My room was right behind them though so I doubt this was a problem on the other side of the hotel. I will definitely stay here next time I am in town. :)We appreciate that you took a moment to share your experience. I'm very excited to hear you were so impressed during your trip to the Big Easy! We always strive to exceed the expectations of our guests and I'm proud to be working with such a great team. Thank you for recognizing all their efforts. We look forward to seeing you again for next years marathon if not sooner, the Crescent City is coming up soon!Thank youWayne General Manager",Excellent
Train_User_1681,"Lovely hotel with an amazing rooftop bar. The rooftop bar is on the 17th floor looks out over the city with couches and sitting areas besides a big bar to sit at. Rooms were decorated nicely with a touch of orange as the signature color. Bellmen and concierge were very helpful with good advice for where to go. It's in walking distance of Bourbon St but wear comfortable shoes There is lots of walking and sidewalks are uneven most everywhere you go. Of course, taxis and Uber are available. Thank you for taking a few minutes to share your experience. Happy Birthday!!! We appreciate you sharing your comments for others to get a feel of The Troubadour and our Monkey Board rooftop bar, we are excited to hear you enjoyed the atmosphere up there. The team will enjoy reading your comments and we thank you for recognizing all their hard efforts. We look forward to seeing you again soon, at least before your next birthday!WayneGeneral Manager",Excellent
Train_User_1682,"This was a very nice hotel. Great location. Staff nice and professional. One stood out for me and was very helpful and fair. Her name is Sarah- Sarah Smile. She upgraded my room due to my room was not ready after the check in time. She was also so helpful with telling us where we could walk to for a great meal. We were able to walk to the Casino, Bourbon Street, Canal Street, etc- it is really a great little hotel in a perfect location. Oh yeah, the roof- we thoroughly enjoyed. Nice mingle spot! Good drinks and food! Don't slip- I heard about and purchased thru Hotwire as not known until I paid for it- great choice-but will book direct next time. I do recommend to your review readers and I will stay there again.Thank you for the wonderful review and recognizing the efforts of our hard working team here at The Troubadour. We appreciate that you took a few minutes to share your experience for others to appreciate. It's always nice to read what our guests have to say. We look forward to your next visit.WayneGeneral Manager",Excellent
Train_User_1683,"We had a wonderful trip at New Orleans as we are invited by Tulane University School of Medicine. Me and my spouse were extremely busy with academic commitments. The hotel is very good and near to Tulane School of Medicine. Breakfast is good and service is very high quality. The room is descent, medium size with all the amenities. Bathroom is simply superb. Room service is also praiseworthy. Only draw back is its House Keeping team. One should not keep any valuables or important materials outside as during house keeping things may be missing. One should lock all the valuables in his or her suitcase before leaving the room and kept for house keeping. This issue was serious by nature and we have reported several times on this issue. Otherwise it is a lovely hotel with very friendly front office staffers.Thank you for sharing the details of your stay. We are glad you enjoyed your stay and we appreciate the comments. We do provide a safe in the room for valuabls, in this case I'm aware of the medications that were inadvertently thrown away, I'm glad we were able to retrieve them for you. We look forward to seeing you again soon.Thank youWayneGeneral Manager",Good
Train_User_1684,"Pretty good stay, staff was a bit rude and our room was not ready when we arrived. Other than that, it was a good stay. Would go again in hopes of nicer maid services. The door man was very helpful and kind. Thank you for taking a few minutes to share the details of your recent stay. While I'm pleased you enjoyed your stay and our door man was helpful, I'm disappointed that any team member came across as rude. The team works hard to deliver exceptional service, it's clear we failed with your stay. We will discuss with the team to insure this does not happen further. Thank you for bringing to my attention.WayneGeneral Manager",Good
Train_User_1685,"This hotel was awesome the rooms were great the staff was awesome the location was perfect the only draw back to this hotel is the 40 for valet parking however there are other cheaper options close to the hotel the roof top bar was really cool the breakfast was excellent overall the hotel gets a 97 out of 100 score from meThank you so much for taking the time to share this great review of your stay and we are delighted to know how much you enjoyed our property and service provided. There are cheaper options of parking around the area which is due to them having less labor and security costs than ours but yes they are conveniently located should guests decide to utilize those options. Your business and feedback are very important to us and we look forward to having you stay with us again whenever your travels bring you back to New Orleans.Best regards,",Excellent
Train_User_1686,"Carl was great. Carl was the concierge and he helped us with touring New Orleans. The rooftop was the best part of the hotel. It had a stylish bar and a view of the city that you only get from this hotel Thank you so much for taking the time to share this feedback about your recent stay with us and we are delighted to know you had an excellent stay. You are correct in stating how wonderful the view is from our Monkey Board Rooftop Bar and also about the job Carl does as our concierge. We appreciate having you stay with us and hope to have you back for another stay real soon.Best regards,",Good
Train_User_1687,Everything from the property to staff were delightful. This place lacks a pool however. They pride themselves on authenticity. I requested a late check-out and was surprised to have that shut-down immediately. They did however accommodate an early check-in from 4:00 to 1:30ish.,Excellent
Train_User_1688,"I love this hotel. It was cheaper than the ones - Sheraton and Marriott on Canal - where a conference I was attending was held. The decor is beautiful (Erykah Badu-like art on the wall and retro galore with a bit of artisan flare). My room was at the end of the corner and I didn't hear a thing, a privilege when traveling in a major city. The front desk manager called later to see if I had a good stay. Shout-out to Kavana at the front desk who was kind up my check out and departure as well as the people working in the first floor restaurant. The endive salad and fish was a perfect meal. The roof top bar looked like a lot of fun, but aside from a quick snap shot, I didn't stay as I needed to decompress from my travels. But I shall return. 12-15 minute safe walk to the Quarter. Take Rampart or any parallel street to Canal and head toward river.Thank you for taking the time to review our property and we are delighted to know you had a great stay with us. It sounds like every part of your experience at our hotel was perfect which is music to our ears. We certainly appreciate you staying with us and look forward to having you back as our guest whenever your travels bring you back to Nola.Best regards,",Excellent
Train_User_1689,"The art deco decor and large floor to ceiling windows created a festive yet zen atmosphere. There was a hiccup upon check-in with the system being down but generally speaking, service was great and staff very friendly. After check-out I realized I was charged for something incorrectly and Chris addressed it immediately and was able to correct it without hesitation. Great location and intimate feel came with friends but will revisit with spouse.Thank you so much for taking the time to review your recent stay with us and we are delighted to know you had a great stay. We appreciate the feedback as it's very important to us and we will be sure to commend Chris for resolving the issue you encountered quickly and efficiently. It was a pleasure to have you as our guest and look forward to having you back for another visit real soon.Best regards,",Excellent
Train_User_1690,"My daughter and I have stayed for 5 nights here during our visit to New Orleans. Very cute hotel, modern design, good vibe, friendly staff! We've got a nice corner room at 14th floor, beds were so comfortable and everything is new and clean! Walking distance from French quarter, Bourbon street, Lafayette square, we didn't even use any transportation beside the street car to get to the City Park. Thank you for taking a moment to share your experience. Our guest comments are very important to us, they allow us an opportunity to celebrate our successes while also finding ways we may improve. We look forward to seeing you on your next visit to New Orleans.Thank youWayneGeneral Manager",Good
Train_User_1691,"Not up to HHonors standards. Beautiful property, nice rooms and bath room nice clean carpets and bedding / bed comfort. But, NO HOT WATER for 25 minutes - each morning. Yes, we were told to wait 20+ minutes for the hot water to get up to the room level. And, the internet didn't connect, so we (my traveling partner - in another room) had to use the 'staff' WiFi with their password.Thank you for taking the time to share this feedback and we do apologize for not meeting expectations during your recent stay. I will review all aspects of design and address accordingly to ensure our guests enjoy their time as our guests. The boiler at our hotel did experience a mechanical issue that we addressed as quickly as possible but this did however cause our guests to experience no hot water for a period of time. Please know that this was not due to anything other than bad luck and timing. Our boiler is very new and plenty big enough for our hotel, this was an isolated issue that has been corrected moving forward. We are however happy to hear that you felt safe and secure while staying with us and do hope to have you back as our guests the next time you travel to New Orleans. Sincerely,",Bad
Train_User_1692,"Very pretty hotel. There was Wonderful lady at the check in desk and she handled everything with ease. We had a little bit of an issue but she was so great she didnt make it an issue. The room was spacious and quiet. Everyone and I mean everyone was helpful and friendly. The rooftop bar called The Monkey Board was so terrific. Saturday night was a fun dance party and Sunday afternoon we enjoyed the sun and had some of the most delicious crawfish i have ever had. Thank you so much for this fantastic review of your stay and please know that it has been shared among our team. Chef Dana will be thrilled to know how much you enjoyed his crawfish and its always nice to hear when the team exceeds all expectations of our guests.We appreciate you staying with us and look forward to always being your hotel of choice in New Orleans.Best regards,",Excellent
Train_User_1693,"The Troubadour is excellent. Clean, secure and accommodating. All are super friendly and helpful. Quiet, felt safe and the extra was coffee, hot and ready, in the lobby each morning. Centrally located.Thank you for the great review, we look forward to your next visit. Wayne General Manager",Excellent
Train_User_1694,"As a lifetime Diamond member, I have stayed at many Hilton Properties. Several within New Orleans. The decor is contemporary and colorful. Rooms are spacious and well kept. The best part of my stay was the staff. Carl was especially helpful and made our stay easier. i will definitely be back.Thank you for taking the time to write this excellent review and for choosing our hotel as your place to stay during this recent trip to New Orleans. It sounds like our property and service provided exceeded all expectations which is our ultimate goal with all of our guests. Carl will be commended for his efforts in going above and beyond to ensure you were well taken care of and we look forward to having you back as our guest very soon.Best regards,",Excellent
Train_User_1695,"Clean, comfortable bed and modern dcor. A very nice rooftop bar but there are times this place gets too busy for the number of employees, so services gets a 7 (from 1-10) Good value on alcohol.The breakfast service is super good, the have a buffet style and fresh omelette's made to order. Must say this hotel does not really cater to the business traveler, no comfortable desk area in room, no place to make a few copies (i.e. business center) For a vacationer this is super great place, clean, location and good staff.Thank you for taking the time to share this review of your stay and for providing this feedback. Please know that this will be shared among our team leaders as we work to improve in all areas so that all guests have what they need to thoroughly enjoy their stay. It's great to hear how much you enjoyed our breakfast service, location, and most aspects of our property. We appreciate having you as our guest and look forward to having you stay with us again should your travels bring you back to the area.Regards,",Good
Train_User_1696,"Loved the unique ultra modern design! All the employees we interacted with were very pleasant and accommodating. Looking forward to returning to the property to spend a little more time there to explore the Monkey Board rooftop lounge.Dear 200Williamsf, many thanks for your super nice comments about this new and fun life style hotel in The Big Easy! We can't wait for your return for another Monkey Board rooftop bar and dj music experience. Ron Olstad, General Manager",Excellent
Train_User_1697,"The service was pretty awful. Check in took way too long - only one person at front desk who was extremely slow. Requested cab in AM and staff was unable to secure - got own Uber instead. Arrived back at hotel at 6PM last day of stay and room was being cleaned - unacceptable! We went to the front desk to complain and were offered free drinks at Monkey Board and reassured would be completed soon as well as told that hotel was full - that was why cleaning being done so late - not the customer's issue at all and should not be used as an excuse. Major inconvenience as we had been at French Quarter Fest all day and were planning to rest a little before getting ready for dinner. Also, elevator setup is less than optimal. Big line in lobby to get up to bar interfering with guests trying to get to rooms. Also, didn't seem to be separate service elevator from guest elevator - another dissatisfier. Nice looking hotel - rooms were actually very nice looking/well designed and decent location but really need to get the service kinks out before I would recommend to others and/or return. Lots of other great choices in NOLA....Thank you for your comments Josh, I'm very disappointed to read we didn't exceed your expectations. Your concerns have been shared with my Front Office Manager and Director of Housekeeping so that we can improve. I'm very sorry for the inconvenience and know that we can do much better. We definitely want to earn back your trust and certainly your recommendation. I'll be reaching out to you directly to see how we can do that.Thank youWayneGeneral Manager",Average
Train_User_1698,"The Troubadour is a couple blocks outside the Quarter which is ideal for driving in and out while there's parades happening. The studio room we had was spacious and comfortable. Nice big shower his and her vanity. Though it had somewhat unsettling, disturbing artwork on the walls. The rooftop bar has a great view of the city but it's sadly not accessible 24/7 but only from 5 pm till last call. They should change that as I'm sure it would be equally enjoyable during the day. The drinks are extremely overpRiced. You're better off bringing your own drinks. I also would've liked to see a pool and whirlpool there but there wasn't. The restaurant had delicious breakfast and pastries and the servers were friendly and accommodating. A couple cons: The carpets in the room looked like they hadn't been vacuumed in awhile and a couple days they didn't stock enough towels or tissue. Also be careful to not leave valuables out, even food. We left some freshly boxed muffins on the desk that we intended to eat later but found they had been taken when we returned to the room hours later. The elevators kept malfunctioning that even the staff found inconvenient. The acting manager, Toriano, the first shift front desk people were extremely friendly, patient, competent and professional and compensated for any mishaps we experienced. They offered us a great deal for Mardi Gras weekend compared to the other hotels in the area. I would definitely recommend this hotel while visiting the city.Thank you for your comments, they are very important to us. They allow us to celebrate our successes, and also look for opportunities to improve. We will certainly share the details with our management team to make sure housekeeping is doing a more thorough job while cleaning the rooms while also taking care with guest items. We apologize you experienced these deficiencies. We thank you for taking the time to share and we are excited to see you again in the future.WayneGeneral Manager",Good
Train_User_1699,"Very good , all excellent, TONY D. Very attentive and friendly as a great friend , many greetings, in general excellent my stay, the room I love has a very nice views of the city. I RECOMMEND IT EXTENSIVELY.Thank you for taking the time to review your stay and we are happy to know that our service and property exceeded expectations. Tony will be commended for doing an excellent job and we look forward to having you back for another visit real soon.Best regards,",Excellent
Train_User_1700,"The Troubadour was an awesome hotel for us! I absolutely LOVED the decor. The bed side tables couldnt be beat! The roof top bar was an incredible view and it was even more special because thats where my boyfriend proposed! I couldnt ask for a better view. Its a nice central location and the food market next door was awesome! The only thing I wish was better was the valet service. They werent very timely and one of them gave us serious attitude. Other than that it was incredible and I would 100 go back!! Thank you so much for taking the time to share this lovely review of your stay with us at The Troubadour. It was truly our pleasure to be a part of this special moment and congratulations on your engagement. We appreciate having you stay with us and look forward to having you back as our guest anytime your travels bring you back to New Orleans.Best regards,",Excellent
Train_User_1701,"I go to Seattle very frequently for business, and this hotel was the 5th that I've stayed in this city. The room was good and clean. Wifi was stable. TV reception was not the best, but wasn't bad eiter.The hotel is right by the lake, so a nice pleasant walk outside. It's also close to a few restaurants and a corner store.Overall, I think it was a good hotel.",Good
Train_User_1702,"Just stayed here for the Who concert and also for the Paul McCartney concert in April 2016. Both at the Key Arena: easy walking distance. Nice thing is that Francisco at the front desk remembered me when I checked in this time! Or better yet, he'd gotten my request for connecting rooms and already blocked them for me! That's pretty good service, I reckon.",Excellent
Train_User_1703,Proximity to waterfront and downtown Seattle. Room was comfortable and service was good. You can walk to Space needle from this location. Ask for a waterfront facing room. Standard breakfast and internet.,Good
Train_User_1704,"I was charged 244 for a one night stay in a very average room, I expected far better for the price sadly this is a similar standard of a holiday inn or days inn who are far cheaper. Staff were friendly enough, reception appeared to be under construction, I shall not be using this Marriott againThank you for your recent comments regarding the hotel. I understand the importance of receiving a value of staying in a downtown hotel, and Im sorry you didnt feel you received that value while staying in the hotel. At this time, the hotel is undergoing a major re-imaging of the lobby space and exterior with additional plans to begin the rooms and fitness area. Once this is completed, I hope you will give us another opportunity so you may see the value of the location and to gain your loyalty. Thank you again for your feedback.",Pathetic
Train_User_1705,"I stay at a lot of different Marriott properties and this Courtyard was one of the nicest of the Courtyard brand i've stayed at. It has a big lobby with plenty of seating and a dining area for the Bistro that is very nice. The front desk staff was as usual very friendly and accommodating. They had a room ready for me at 10am when I checked in. Starbucks coffee is served at the Bistro and they have a nice food menu as well. The room was immaculate and the bed was comfortable. Air conditioning was nice and cold. The view of the lake was excellent. I happen to be in Seattle on some beautiful weather days. Clear skies and no humidity. If your doing business downtown and need to see Amazon this hotel is a 6 Uber ride. You could walk to some nice restaurants on the lake or take a short taxi ride for 5. I would suggest Uber from the airport as opposed to a taxi. Uber was a 39 ride and the taxi was a 50 ride.Hi Thomas,Thank you so much for sharing your wonderful experience at Courtyard Seattle Downtown/Lake Union. Much appreciated for the comments on commute fairs and the positive feedback about our hotel and staff. Thank you for staying with us and we hope you see you again on your next visit to Seattle.Sincerely,Dan PhamGuest Service Representative",Excellent
